0	0	0	50	36
1	0	0	50	27
2	0	0	50	27
3	0	0	50	45
4	0	0	50	27
5	0	0	50	27
6	0	0	70	27
7	0	0	50	27
8	0	0	50	36
9	0	0	50	27
10	0	0	50	27
11	0	0	50	45
12	0	0	50	27
13	0	0	50	27
14	0	0	70	27
15	0	0	50	27
16	0	0	50	36
17	0	0	50	27
18	0	0	50	27
19	0	0	50	45
20	0	0	50	27
21	0	0	50	27
22	0	0	70	27
23	0	0	50	27
24	0	0	50	36
25	0	0	50	27
26	0	0	50	27
27	0	0	50	45
28	0	0	50	27
29	0	0	50	27
30	0	0	70	27
31	0	0	50	27
32	0	0	50	36
33	0	0	50	27
34	0	0	50	27
35	0	0	50	45
36	0	0	50	27
37	0	0	50	27
38	0	0	70	27
39	0	0	50	27
0	1	0	50	36
1	1	0	50	27
2	1	0	50	27
3	1	0	50	45
4	1	0	50	27
5	1	0	50	27
6	1	0	70	27
7	1	0	50	27
8	1	0	50	36
9	1	0	50	27
10	1	0	50	27
11	1	0	50	45
12	1	0	50	27
13	1	0	50	27
14	1	0	70	27
15	1	0	50	27
16	1	0	50	36
17	1	0	50	27
18	1	0	50	27
19	1	0	50	45
20	1	0	50	27
21	1	0	50	27
22	1	0	70	27
23	1	0	50	27
24	1	0	50	36
25	1	0	50	27
26	1	0	50	27
27	1	0	50	45
28	1	0	50	27
29	1	0	50	27
30	1	0	70	27
31	1	0	50	27
32	1	0	50	36
33	1	0	50	27
34	1	0	50	27
35	1	0	50	45
36	1	0	50	27
37	1	0	50	27
38	1	0	70	27
39	1	0	50	27
0	2	0	50	36
1	2	0	50	27
2	2	0	50	27
3	2	0	50	45
4	2	0	50	27
5	2	0	50	27
6	2	0	70	27
7	2	0	50	27
8	2	0	50	36
9	2	0	50	27
10	2	0	50	27
11	2	0	50	45
12	2	0	50	27
13	2	0	50	27
14	2	0	70	27
15	2	0	50	27
16	2	0	50	36
17	2	0	50	27
18	2	0	50	27
19	2	0	50	45
20	2	0	50	27
21	2	0	50	27
22	2	0	70	27
23	2	0	50	27
24	2	0	50	36
25	2	0	50	27
26	2	0	50	27
27	2	0	50	45
28	2	0	50	27
29	2	0	50	27
30	2	0	70	27
31	2	0	50	27
32	2	0	50	36
33	2	0	50	27
34	2	0	50	27
35	2	0	50	45
36	2	0	50	27
37	2	0	50	27
38	2	0	70	27
39	2	0	50	27
0	3	0	50	36
1	3	0	50	27
2	3	0	50	27
3	3	0	50	45
4	3	0	50	27
5	3	0	50	54
6	3	0	50	27
7	3	0	50	45
8	3	0	70	45
9	3	0	70	45
10	3	0	70	54
11	3	0	70	36
12	3	0	50	36
13	3	0	70	54
14	3	0	70	36
15	3	0	70	54
16	3	0	70	45
17	3	0	50	45
18	3	0	70	36
19	3	0	50	45
20	3	0	70	54
21	3	0	50	54
22	3	0	50	45
23	3	0	70	27
24	3	0	70	54
25	3	0	70	27
26	3	0	70	27
27	3	0	50	27
28	3	0	70	45
29	3	0	70	54
30	3	0	50	45
31	3	0	70	54
32	3	0	70	45
33	3	0	70	27
34	3	0	70	54
35	3	0	70	36
36	3	0	50	45
37	3	0	50	45
38	3	0	70	54
39	3	0	50	54
0	4	0	70	36
1	4	0	50	27
2	4	0	70	54
3	4	0	50	54
4	4	0	70	36
5	4	0	50	45
6	4	0	70	27
7	4	0	50	36
8	4	0	70	36
9	4	0	70	27
10	4	0	50	36
11	4	0	70	36
12	4	0	50	27
13	4	0	70	45
14	4	0	70	27
15	4	0	70	54
16	4	0	70	36
17	4	0	70	36
18	4	0	70	36
19	4	0	70	54
20	4	0	70	27
21	4	0	50	54
22	4	0	50	36
23	4	0	50	45
24	4	0	70	36
25	4	0	70	27
26	4	0	50	54
27	4	0	70	27
28	4	0	70	54
29	4	0	70	45
30	4	0	70	45
31	4	0	50	27
32	4	0	70	45
33	4	0	70	36
34	4	0	70	36
35	4	0	50	45
36	4	0	70	54
37	4	0	50	45
38	4	0	70	27
39	4	0	50	54
0	5	0	70	36
1	5	0	50	54
2	5	0	50	36
3	5	0	50	54
4	5	0	50	36
5	5	0	50	45
6	5	0	70	54
7	5	0	50	54
8	5	0	70	45
9	5	0	70	27
10	5	0	70	36
11	5	0	70	45
12	5	0	50	27
13	5	0	50	54
14	5	0	50	36
15	5	0	50	54
16	5	0	70	36
17	5	0	70	36
18	5	0	50	54
19	5	0	50	54
20	5	0	70	36
21	5	0	50	54
22	5	0	70	45
23	5	0	70	36
24	5	0	70	36
25	5	0	50	27
26	5	0	70	54
27	5	0	50	54
28	5	0	70	54
29	5	0	70	54
30	5	0	50	45
31	5	0	50	54
32	5	0	70	45
33	5	0	70	27
34	5	0	50	36
35	5	0	70	27
36	5	0	50	45
37	5	0	70	54
38	5	0	70	45
39	5	0	50	54
0	6	0	70	45
1	6	0	70	36
2	6	0	70	54
3	6	0	70	36
4	6	0	50	45
5	6	0	50	54
6	6	0	50	45
7	6	0	70	27
8	6	0	70	36
9	6	0	70	36
10	6	0	70	36
11	6	0	50	54
12	6	0	50	54
13	6	0	70	45
14	6	0	70	54
15	6	0	70	36
16	6	0	70	45
17	6	0	50	27
18	6	0	50	36
19	6	0	50	54
20	6	0	50	45
21	6	0	50	45
22	6	0	70	27
23	6	0	50	54
24	6	0	70	36
25	6	0	50	54
26	6	0	50	36
