,x,y,z,cluster
7638,2546.2869,-814.9591,-2333.2961,19
7639,2501.3762,-837.97675,-2231.2583,19
7640,1903.3572,-715.3081,-2249.563,19
7641,2621.463,-700.17096,-2338.2012,19
7642,2092.4866,-745.0754,-2219.8853,19
7643,2697.7634,-682.415,-2269.3337,19
7644,2559.006,-579.0299,-2224.5146,19
7645,2597.632,-703.07007,-2245.0305,19
7646,2548.6233,-655.9564,-2245.7666,19
7647,2755.565,-709.02936,-2295.5525,19
7648,2450.6687,-739.76166,-2237.3435,19
7649,3328.5957,-534.05286,-2338.0908,19
7650,1948.6606,-812.1833,-2278.7952,19
7651,2585.037,-751.00476,-2213.605,19
7652,1422.0975,-884.63965,-2174.4158,19
7653,2346.1443,-942.2721,-2251.4087,19
7654,2543.3489,-823.9902,-2177.9084,19
7655,2957.2195,-824.4747,-2348.26,19
7656,2462.583,-820.8039,-2233.0476,19
7657,2439.6982,-848.62885,-2313.2437,19
7658,2536.5261,-871.8762,-2234.2393,19
7659,2313.0156,-840.0936,-2307.602,19
7660,2171.0679,-897.074,-2173.7107,19
7661,1962.169,-898.9887,-2183.2422,19
7662,2626.6038,-798.9948,-2285.2258,19
7663,2745.9673,-776.7992,-2309.3965,19
7664,2667.6003,-810.1633,-2253.4565,19
7665,1621.8518,-949.29144,-2197.969,19
7666,1991.0997,-752.5031,-2205.1226,19
7667,2704.0784,-720.57513,-2283.4446,19
7668,2694.2534,-797.9312,-2206.434,19
7669,2814.091,-768.613,-2216.5444,19
7670,2113.394,-627.13116,-2208.7742,19
7671,3590.4207,-502.40555,-2358.3362,19
7672,2321.4607,-714.00104,-2149.193,19
7673,2430.84,-730.31934,-2193.969,19
7674,2686.2144,-761.1204,-2351.0642,19
7675,1555.2155,-796.8984,-2210.3127,19
7676,3157.385,-655.3773,-2295.0361,19
7677,2122.7432,-872.9645,-2125.9482,19
7678,3127.7424,-631.47375,-2349.7146,19
7679,1797.7523,-825.24304,-2239.2957,19
7680,1333.0625,-917.1288,-2128.5537,19
7681,1794.8688,-879.6965,-2144.7075,19
7682,2105.0132,-705.11707,-2295.0664,19
7683,1429.4926,-957.05023,-2120.2734,19
7684,1879.1447,-880.48334,-2180.2305,19
7685,2365.3442,-861.0166,-2206.3306,19
7686,1243.4834,-907.1465,-2141.7854,19
7687,1813.2584,-779.71783,-2209.9478,19
7688,2660.1692,-744.76556,-2297.6023,19
7689,2723.8833,-731.7378,-2210.023,19
7690,2176.1472,-821.03485,-2322.7363,19
7691,2023.6062,-871.3259,-2139.5403,19
7692,2047.7097,-728.4543,-2214.6462,19
7693,3074.1882,-720.7903,-2372.1492,19
7694,3683.2517,-607.7402,-2362.8784,19
7695,2569.7812,-700.0387,-2170.5706,19
7696,3248.0217,-487.8336,-2293.9612,19
7697,2301.1882,-657.38885,-2217.3625,19
7698,3679.1138,-545.58923,-2366.0522,19
7699,2219.3684,-661.1263,-2278.1917,19
7700,1663.0459,-829.6084,-2230.9678,19
7701,2051.4163,-780.32477,-2265.887,19
7702,2585.7544,-730.9183,-2318.0076,19
7703,2645.132,-648.94,-2259.718,19
7704,2491.759,-706.4959,-2244.7747,19
7705,2094.5447,-890.98224,-2266.909,19
7706,2727.3357,-697.222,-2232.8083,19
7707,2133.036,-800.29956,-2301.751,19
7708,1814.0564,-803.0321,-2252.283,19
7709,1810.5542,-864.3966,-2233.5881,19
7710,2142.8936,-931.79974,-2174.2456,19
7711,2610.3381,-850.8813,-2334.0935,19
7712,1938.1055,-887.89056,-2199.9302,19
7713,2183.2112,-887.6398,-2266.661,19
7714,2974.7969,-807.56305,-2280.6853,19
7715,2848.3152,-752.1058,-2248.9785,19
7716,1911.1241,-817.60785,-2202.7764,19
7717,1741.9218,-886.77216,-2257.7969,19
7718,1352.8003,-841.7584,-2161.2236,19
7719,3092.9055,-689.0181,-2356.7893,19
7720,2610.4712,-719.46204,-2203.3125,19
7721,2315.3247,-847.8524,-2155.0457,19
7722,2574.9224,-576.15594,-2222.4072,19
7723,2454.2222,-630.05676,-2222.243,19
7724,1899.4797,-730.5452,-2176.146,19
7725,2549.5989,-713.21405,-2239.1008,19
7726,2184.399,-733.9031,-2287.718,19
7727,2498.0317,-709.8803,-2324.0454,19
7728,1592.1465,-820.042,-2232.449,19
7729,1601.9398,-878.7957,-2155.383,19
7730,3161.7463,-713.2003,-2333.2349,19
7731,2293.9246,-820.66364,-2264.4966,19
7732,1440.3165,-846.2922,-2081.8533,19
7733,2709.246,-752.6809,-2312.3042,19
7734,2644.672,-818.8467,-2226.9768,19
7735,1447.6199,-903.5363,-2184.7761,19
7736,1791.856,-946.78723,-2162.3582,19
7737,1373.6984,-878.09656,-2193.4983,19
7738,3058.4458,-828.8795,-2297.3032,19
7739,1537.0363,-905.2834,-2154.181,19
7740,1765.3773,-898.97266,-2171.332,19
7741,2052.8635,-873.8762,-2257.351,19
7742,2250.1396,-791.0757,-2215.0984,19
7743,839.7501,-879.3373,-2110.17,19
7744,1934.7183,-736.0951,-2205.7236,19
7745,2623.0122,-759.0056,-2360.4163,19
7746,3314.687,-737.5442,-2307.959,19
7747,2377.1858,-832.8323,-2178.777,19
7748,2432.224,-596.7436,-2283.4521,19
7749,2907.255,-563.42865,-2317.0422,19
7750,2895.2852,-592.04834,-2329.2073,19
7751,2666.5916,-761.75696,-2221.5347,19
7752,2794.307,-670.3151,-2378.0452,19
7753,2596.9849,-815.2512,-2268.3965,19
7754,2138.0977,-889.6006,-2229.2012,19
7755,1738.655,-870.38306,-2142.8916,19
7756,2542.015,-774.98895,-2368.3247,19
7757,2682.8655,-743.35065,-2383.6628,19
7758,2087.6477,-810.60144,-2170.886,19
7759,2437.5715,-840.8564,-2268.8538,19
7760,1456.5599,-858.67194,-2220.907,19
7761,1990.5745,-760.147,-2305.7053,19
7762,2394.293,-871.3502,-2328.7664,19
7763,2338.7017,-816.86426,-2284.8115,19
7764,1503.2661,-935.9974,-2211.9028,19
7765,2660.3916,-744.4279,-2351.386,19
7766,1663.0272,-866.2733,-2161.7605,19
7767,2658.7695,-868.5062,-2279.6309,19
7768,2525.886,-726.80756,-2306.8828,19
7769,2086.0796,-917.8107,-2170.899,19
7770,1863.0089,-846.364,-2127.264,19
7771,1954.672,-860.6704,-2184.8745,19
7772,2967.5977,-779.2239,-2344.4033,19
7773,2729.2808,-786.4947,-2259.6897,19
7774,2383.0813,-628.9962,-2252.511,19
7775,2771.7908,-577.644,-2262.5657,19
7776,2802.611,-635.6922,-2289.9814,19
7777,1867.6522,-672.21313,-2205.258,19
7778,1778.3538,-781.3513,-2232.0933,19
7779,2242.1733,-816.97424,-2305.2024,19
7780,1707.9795,-855.91565,-2175.8286,19
7781,2382.2595,-812.2841,-2258.5247,19
7782,1843.9779,-884.19055,-2210.1692,19
7783,2063.5222,-810.77844,-2265.3047,19
7784,2088.0022,-786.00964,-2240.7988,19
7785,2626.4563,-798.2132,-2341.6926,19
7786,1640.2401,-910.57684,-2214.8286,19
7787,1923.5804,-829.33093,-2242.1775,19
7788,2024.6763,-857.7177,-2192.3367,19
7789,2544.181,-844.45074,-2344.2659,19
7790,1841.1862,-987.4618,-2205.497,19
7791,1978.1422,-964.0233,-2258.1946,19
7792,1452.8738,-873.8494,-2174.0576,19
7793,2619.6746,-692.51746,-2318.417,19
7794,2425.3003,-787.65704,-2249.8037,19
7795,2736.4797,-745.25494,-2280.5615,19
7796,1351.6045,-815.5262,-2156.706,19
7797,2689.9395,-810.59875,-2326.0498,19
7798,2529.3608,-830.14716,-2219.7842,19
7799,3267.182,-782.8365,-2284.716,19
7800,2789.2288,-673.0586,-2199.539,19
7801,3010.9783,-686.018,-2256.511,19
7802,2140.8848,-779.2033,-2147.603,19
7803,2462.1228,-770.28314,-2256.5686,19
7804,2614.6575,-661.1279,-2285.3306,19
7805,2217.4866,-814.859,-2191.1516,19
7806,1937.5284,-936.8416,-2204.084,19
7807,2715.692,-861.5377,-2225.7651,19
7808,2421.8135,-739.87616,-2329.0786,19
7809,1996.0345,-828.39703,-2300.0945,19
7810,2596.5872,-766.70667,-2188.2708,19
7811,1867.8511,-829.3281,-2276.3333,19
7812,2073.937,-815.2902,-2211.7966,19
7813,1743.4103,-781.0499,-2251.146,19
7814,2357.6729,-910.8304,-2247.337,19
7815,2600.3718,-840.82,-2219.5405,19
7816,1274.5663,-967.61414,-2135.6855,19
7817,2548.0776,-742.4516,-2316.1938,19
7818,1683.3666,-880.89355,-2223.2686,19
7819,2518.4849,-749.25616,-2329.8367,19
7820,2358.0615,-843.7221,-2270.5164,19
7821,1954.5907,-957.95966,-2168.6045,19
7822,2307.5652,-771.67114,-2147.0076,19
7823,2467.107,-836.9681,-2281.4941,19
7824,3641.4497,-704.5395,-2336.2854,19
7825,2204.422,-746.1857,-2185.0132,19
7826,2025.9717,-754.26935,-2164.5085,19
7827,2964.3667,-679.24335,-2251.9417,19
7828,2627.683,-752.639,-2243.3945,19
7829,2731.9858,-676.9891,-2267.8591,19
7830,2187.7625,-827.96484,-2208.0002,19
7831,1806.6013,-889.432,-2195.1472,19
7832,2247.8953,-851.04144,-2270.6145,19
7833,2406.7954,-818.1942,-2211.4998,19
7834,1825.457,-866.2269,-2171.2107,19
7835,1867.6556,-849.0581,-2205.863,19
7836,2565.9043,-689.28564,-2245.9521,19
7837,2353.7498,-873.049,-2293.5386,19
7838,2226.239,-838.3745,-2219.914,19
7839,1856.434,-927.0054,-2197.0283,19
7840,1898.7961,-823.0287,-2255.7747,19
7841,2625.2468,-844.48096,-2277.8806,19
7842,2125.0012,-895.67725,-2180.608,19
7843,1914.9493,-854.3653,-2172.013,19
7844,2694.5667,-827.4141,-2266.6055,19
7845,3126.2747,-753.3782,-2374.3862,19
7846,2393.1885,-907.4327,-2244.19,19
7847,2620.3354,-787.44684,-2232.6804,19
7848,1928.4851,-905.8266,-2154.6716,19
7849,2195.5542,-928.7525,-2226.4175,19
7850,2260.815,-854.37994,-2155.8506,19
7851,1528.4885,-937.711,-2099.594,19
7852,3043.5422,-568.22253,-2317.762,19
7853,2188.3157,-639.26764,-2237.0632,19
7854,3507.167,-548.67163,-2291.0247,19
7855,2430.4373,-633.64777,-2287.3394,19
7856,2447.1538,-734.06067,-2346.5103,19
7857,2170.5535,-765.49664,-2310.142,19
7858,1912.3135,-805.1989,-2305.6177,19
7859,2626.1592,-736.02826,-2321.1401,19
7860,2371.6797,-906.87463,-2291.437,19
7861,2588.8972,-807.5495,-2207.9734,19
7862,2291.409,-872.69794,-2184.948,19
7863,2055.6877,-785.64185,-2324.9236,19
7864,1946.5464,-910.10724,-2248.2554,19
7865,1692.8906,-897.60284,-2167.8286,19
7866,2159.0752,-805.1734,-2271.4075,19
7867,2552.6062,-736.1849,-2360.2983,19
7868,2001.6322,-937.18066,-2186.9685,19
7869,999.64075,-916.3467,-2138.6675,19
7870,1972.9249,-835.56964,-2262.8547,19
7871,2029.4375,-915.9889,-2202.6257,19
7872,1807.2029,-855.27734,-2281.6567,19
7873,1317.2859,-878.2161,-2186.7778,19
7874,1758.0607,-809.87756,-2199.0024,19
7875,2559.087,-839.40594,-2313.7227,19
7876,2346.6113,-884.38025,-2222.442,19
7877,3185.0476,-776.62714,-2278.1548,19
7878,2541.4092,-635.45135,-2277.0935,19
7879,2767.352,-600.77924,-2317.816,19
7880,3840.2268,-496.68832,-2415.4116,19
7881,2104.6387,-770.3415,-2168.273,19
7882,1982.1312,-848.3211,-2208.8962,19
7883,2164.0298,-815.44727,-2222.6763,19
7884,1874.833,-911.1228,-2216.3718,19
7885,2329.9766,-754.073,-2288.5574,19
7886,2148.2424,-683.0914,-2269.9683,19
7887,1489.6484,-812.01764,-2209.1377,19
7888,2049.8845,-800.6927,-2171.9019,19
7889,1968.8527,-921.8888,-2218.3455,19
7890,2375.8398,-913.79425,-2333.4868,19
7891,2472.154,-861.7327,-2238.929,19
7892,2359.368,-845.46655,-2302.0063,19
7893,2602.864,-892.4514,-2294.4944,19
7894,2877.3647,-784.74036,-2325.7065,19
7895,2004.3223,-906.1024,-2254.6973,19
7896,1297.4937,-964.97705,-2204.4177,19
7897,1911.5344,-909.1988,-2196.3577,19
7898,2118.8274,-874.8949,-2316.6108,19
7899,1779.9153,-979.31366,-2151.8643,19
7900,1730.9333,-811.50684,-2215.8916,19
7901,2194.1292,-914.98895,-2336.904,19
7902,2314.9421,-885.07526,-2258.9958,19
7903,2121.7107,-730.02313,-2186.3071,19
7904,2697.2341,-672.3076,-2222.1782,19
7905,3017.211,-551.7439,-2285.2883,19
7906,2284.3218,-708.0876,-2230.4167,19
7907,2959.7842,-729.8724,-2300.8794,19
7908,1854.74,-835.5296,-2177.56,19
7909,2094.6296,-832.9471,-2270.1003,19
7910,1844.8955,-897.4693,-2250.3733,19
7911,2513.19,-880.22144,-2258.347,19
7912,2185.1672,-832.65576,-2242.7966,19
7913,1979.1235,-804.16846,-2240.6753,19
7914,1866.7906,-753.90643,-2198.1274,19
7915,2107.906,-861.1093,-2247.2668,19
7916,1820.0116,-899.3342,-2163.647,19
7917,2601.9617,-782.1669,-2292.9785,19
7918,2022.5637,-782.5205,-2301.7266,19
7919,1934.9128,-920.4017,-2288.0789,19
7920,2269.5852,-833.71344,-2345.5461,19
7921,2152.402,-935.8008,-2219.3318,19
7922,1805.5282,-1015.3829,-2189.8389,19
7923,2730.184,-838.8655,-2306.3071,19
7924,2766.6055,-817.1953,-2269.8477,19
7925,1198.56,-967.2206,-2136.6418,19
7926,2442.897,-894.25854,-2213.1497,19
7927,2333.4414,-860.38354,-2267.6943,19
7928,3123.4016,-708.43567,-2268.7402,19
7929,2125.8633,-793.3381,-2269.4592,19
7930,2514.1348,-572.86145,-2245.1716,19
7931,3236.0056,-513.65155,-2344.9473,19
7932,2762.7617,-633.6672,-2355.7458,19
7933,2058.383,-691.3959,-2256.5596,19
7934,1886.4373,-803.943,-2291.7148,19
7935,1933.5815,-779.3514,-2299.5762,19
7936,1434.5092,-853.4002,-2136.423,19
7937,2748.3801,-816.92505,-2342.622,19
7938,2245.9346,-800.10785,-2340.3142,19
7939,1881.1979,-888.33746,-2279.0725,19
7940,1671.6384,-924.5149,-2138.2524,19
7941,1958.5073,-991.96564,-2213.8135,19
7942,1913.8302,-893.62317,-2246.6433,19
7943,1324.1693,-901.02264,-2222.8008,19
7944,2186.4902,-900.4712,-2236.7021,19
7945,1817.2695,-956.71533,-2208.8557,19
7946,1711.0831,-992.88477,-2198.1262,19
7947,1339.6929,-916.31134,-2183.6392,19
7948,2044.5854,-909.6994,-2263.7847,19
7949,2941.778,-701.4447,-2369.7007,19
7950,1885.295,-971.8782,-2226.522,19
7951,1235.294,-984.9073,-2098.2896,19
7952,1129.7256,-945.8653,-2153.3442,19
7953,2237.963,-923.60126,-2302.1536,19
7954,2303.128,-850.4665,-2248.2314,19
7955,1904.254,-771.4924,-2142.282,19
7956,2473.8374,-593.7145,-2227.1423,19
7957,3089.04,-638.2319,-2312.1433,19
7958,3044.2424,-664.47577,-2333.9087,19
7959,2526.4167,-749.7317,-2266.2146,19
7960,2546.8232,-703.1823,-2320.7627,19
7961,1588.4529,-893.476,-2223.6606,19
7962,2070.2158,-775.7396,-2204.6575,19
7963,1843.5095,-852.66705,-2260.9968,19
7964,1841.1188,-857.2439,-2217.5562,19
7965,2065.1516,-847.3877,-2286.8665,19
7966,1730.295,-844.8255,-2228.642,19
7967,2128.2104,-835.0751,-2325.5078,19
7968,1316.1187,-973.60785,-2138.299,19
7969,2106.6636,-960.1383,-2270.7732,19
7970,1445.2906,-950.91144,-2151.1052,19
7971,2316.1772,-867.2628,-2322.4998,19
7972,1637.6458,-940.5005,-2263.381,19
7973,1586.5499,-959.18866,-2159.2896,19
7974,1793.1251,-988.8323,-2219.2246,19
7975,2637.0183,-836.5927,-2338.8,19
7976,2558.5852,-806.61017,-2238.435,19
7977,1433.4712,-915.23315,-2150.825,19
7978,1095.2661,-956.69165,-2124.7178,19
7979,1819.0889,-997.09595,-2252.7102,19
7980,1894.609,-924.3944,-2132.0657,19
7981,1785.3339,-851.21075,-2113.8835,19
7982,2506.1633,-611.75824,-2232.6995,19
7983,3336.5723,-603.9891,-2314.1682,19
7984,2547.8977,-757.5111,-2244.7131,19
7985,2658.8992,-713.67346,-2253.5688,19
7986,3005.765,-668.5855,-2304.2834,19
7987,2109.721,-844.24786,-2303.0225,19
7988,1968.2157,-893.0791,-2248.333,19
7989,1390.1316,-907.04675,-2146.3662,19
7990,1478.8193,-899.948,-2134.2756,19
7991,1376.08,-938.95337,-2204.7812,19
7992,2388.2366,-768.6326,-2283.6133,19
7993,2477.7542,-932.6411,-2299.2512,19
7994,2682.5571,-936.8766,-2285.079,19
7995,1405.5261,-979.57275,-2178.5369,19
7996,2279.5227,-901.99567,-2307.6418,19
7997,2156.386,-860.57166,-2238.1033,19
7998,2516.2488,-1012.59045,-2257.3367,19
7999,2116.4414,-953.6642,-2183.6306,19
8000,1997.73,-1020.77734,-2214.855,19
8001,1852.6312,-974.0662,-2255.6313,19
8002,2419.4717,-906.3747,-2258.903,19
8003,2479.836,-910.05975,-2187.8088,19
8004,1392.6854,-936.0629,-2158.0442,19
8005,1975.9973,-950.79333,-2195.026,19
8006,2227.6855,-943.0225,-2180.5847,19
8007,1594.2385,-822.03906,-2162.9058,19
8008,2813.6213,-563.3322,-2309.496,19
8009,1946.1755,-834.7765,-2148.9841,19
8010,2398.0088,-657.45685,-2290.54,19
8011,3083.1978,-652.86584,-2266.8044,19
8012,1961.4456,-842.834,-2324.6235,19
8013,2484.6401,-746.67365,-2357.8008,19
8014,2203.57,-858.1636,-2230.9736,19
8015,2383.2063,-778.33344,-2256.872,19
8016,2399.4893,-810.20386,-2326.051,19
8017,1494.6769,-973.1153,-2142.5789,19
8018,2315.732,-872.71716,-2197.5723,19
8019,1875.7175,-850.3858,-2305.6138,19
8020,1857.2919,-921.6038,-2262.851,19
8021,1535.8187,-900.2006,-2221.9302,19
8022,2456.9214,-894.5216,-2262.0105,19
8023,1910.8715,-896.9182,-2298.4375,19
8024,1797.7493,-872.4387,-2276.506,19
8025,1258.7854,-960.3384,-2184.7815,19
8026,1627.6567,-971.84064,-2219.1072,19
8027,2666.8237,-859.311,-2360.6145,19
8028,2377.4688,-789.0379,-2323.685,19
8029,999.95435,-1004.9118,-2095.4045,19
8030,1176.3457,-992.37646,-2168.792,19
8031,2290.1055,-818.60657,-2309.824,19
8032,2504.1472,-797.6293,-2279.6394,19
8033,1681.8506,-841.5746,-2134.545,19
8034,2275.77,-679.1606,-2211.0654,19
8035,1731.4802,-710.6538,-2171.8882,19
8036,3113.8147,-665.2758,-2343.79,19
8037,3020.3145,-623.5927,-2299.1858,19
8038,2701.763,-783.0025,-2292.0027,19
8039,1933.7418,-845.76385,-2280.6558,19
8040,2275.022,-722.85803,-2313.8596,19
8041,2950.4453,-773.5467,-2298.7952,19
8042,1488.1475,-944.4006,-2171.121,19
8043,2147.1582,-833.2936,-2284.0696,19
8044,2091.0586,-791.8345,-2279.783,19
8045,3000.281,-866.2382,-2357.1924,19
8046,2234.4033,-959.5368,-2247.368,19
8047,2133.3054,-851.4393,-2252.8037,19
8048,1727.3479,-912.84973,-2268.662,19
8049,2005.3074,-947.3195,-2229.8623,19
8050,1465.4711,-1090.6532,-2158.0125,19
8051,1640.8993,-1011.37805,-2209.886,19
8052,2059.7646,-916.7256,-2311.9236,19
8053,2161.5413,-917.15393,-2267.4695,19
8054,2376.32,-942.53705,-2262.1665,19
8055,1052.7549,-982.8976,-2150.833,19
8056,1067.5796,-943.5608,-2128.7773,19
8057,1657.5759,-971.86395,-2224.807,19
8058,2257.9163,-947.4215,-2193.214,19
8059,2930.589,-847.1631,-2255.3328,19
8060,2568.4888,-646.913,-2270.776,19
8061,3651.2444,-548.2579,-2384.5579,19
8062,1968.1447,-698.9122,-2252.1167,19
8063,2766.0159,-685.41016,-2287.74,19
8064,1822.8185,-817.33075,-2215.4321,19
8065,2048.4338,-878.52423,-2205.6824,19
8066,1994.8208,-863.2467,-2310.7957,19
8067,3032.8105,-734.2781,-2340.764,19
8068,2220.8345,-844.9514,-2304.1414,19
8069,1318.5215,-936.88354,-2182.938,19
8070,1987.7914,-795.97284,-2283.969,19
8071,1440.7614,-890.68494,-2228.7852,19
8072,1383.6481,-1000.0666,-2156.9243,19
8073,1991.5974,-935.058,-2283.4106,19
8074,1934.7101,-986.7654,-2173.3757,19
8075,2320.5547,-946.49677,-2274.5417,19
8076,869.86664,-1067.3638,-2157.4666,19
8077,1483.3033,-1055.5125,-2197.4246,19
8078,1551.3986,-934.88293,-2153.5303,19
8079,2729.6228,-839.2121,-2358.7314,19
8080,2352.0127,-952.4238,-2286.2175,19
8081,1659.232,-991.41315,-2128.1733,19
8082,1051.8386,-919.98914,-2116.5413,19
8083,2491.3638,-888.0284,-2303.072,19
8084,2690.927,-821.64325,-2230.705,19
8085,1031.8707,-826.0599,-2144.495,19
8086,2632.271,-623.21545,-2211.6436,19
8087,3447.8748,-526.19037,-2377.2178,19
8088,2690.154,-608.8278,-2322.1836,19
8089,2909.3796,-635.3592,-2336.998,19
8090,2276.8433,-681.0437,-2315.9653,19
8091,2594.5808,-755.34106,-2266.9587,19
8092,1589.4666,-773.18274,-2217.3037,19
8093,2037.6091,-820.11566,-2298.8635,19
8094,2394.9202,-794.5167,-2372.4282,19
8095,3393.363,-712.50946,-2406.7847,19
8096,3272.6536,-781.0151,-2396.8562,19
8097,1846.8849,-890.6125,-2285.299,19
8098,2187.591,-799.12585,-2250.2976,19
8099,1847.7522,-973.4493,-2172.017,19
8100,2085.7197,-963.79285,-2223.6125,19
8101,1355.9299,-963.257,-2134.0776,19
8102,2045.4797,-956.8853,-2257.8892,19
8103,1344.4792,-996.0618,-2215.2092,19
8104,2451.156,-872.1007,-2329.3013,19
8105,2362.8704,-867.287,-2343.8955,19
8106,1780.2297,-879.0144,-2234.0334,19
8107,1194.1924,-1019.8662,-2127.6223,19
8108,1702.7878,-832.7494,-2219.5955,19
8109,2766.128,-718.2426,-2365.0056,19
8110,2853.4636,-959.084,-2254.455,19
8111,2639.749,-766.07306,-2294.9548,19
8112,2229.006,-615.4386,-2239.2698,19
8113,2715.216,-624.4308,-2330.1274,19
8114,2540.1877,-790.04987,-2307.7715,19
8115,2735.5093,-655.6185,-2295.8286,19
8116,2213.201,-817.758,-2278.2234,19
8117,2401.6672,-773.3204,-2334.7708,19
8118,2687.922,-717.30945,-2364.059,19
8119,3079.505,-829.9899,-2349.3862,19
8120,2821.7302,-707.2442,-2350.1248,19
8121,2155.3054,-877.0703,-2317.5066,19
8122,2020.8353,-826.56757,-2260.2795,19
8123,2034.272,-949.69336,-2267.214,19
8124,1896.1842,-946.781,-2194.5713,19
8125,1515.9574,-967.47,-2210.4814,19
8126,1415.6796,-955.7021,-2226.4219,19
8127,1736.7205,-995.86847,-2215.046,19
8128,1698.5042,-971.12427,-2255.4412,19
8129,1775.5663,-1023.1549,-2229.1863,19
8130,1933.806,-955.0199,-2255.0642,19
8131,2015.3469,-902.8579,-2301.6443,19
8132,1577.9775,-979.50586,-2209.9236,19
8133,1896.5801,-859.68524,-2241.4983,19
8134,1037.1038,-958.4765,-2124.9412,19
8135,2191.6926,-921.7025,-2290.3882,19
8136,2189.4631,-920.01544,-2182.4666,19
8137,978.0124,-979.0729,-2081.3074,19
8138,4075.189,-644.2177,-2363.8577,19
8139,2169.238,-821.896,-2162.7126,19
8140,3086.2751,-734.375,-2276.4866,19
8141,2482.1958,-808.77954,-2189.6423,19
8142,1972.9946,-868.7709,-2288.0017,19
8143,2411.6816,-830.074,-2356.2393,19
8144,1808.7782,-918.19354,-2188.0632,19
8145,2334.2305,-809.4826,-2248.4424,19
8146,2934.0215,-797.45575,-2351.03,19
8147,1540.2432,-954.0067,-2246.6624,19
8148,2520.245,-908.1264,-2224.8564,19
8149,2161.6074,-1022.78625,-2233.1296,19
8150,953.90204,-1045.3712,-2142.3416,19
8151,2502.6345,-847.0315,-2296.7456,19
8152,1518.68,-1010.6555,-2147.0383,19
8153,2069.3943,-959.37646,-2287.8748,19
8154,2235.1296,-891.05884,-2189.2708,19
8155,1931.9413,-872.8206,-2290.8374,19
8156,1214.1504,-1030.1451,-2186.2847,19
8157,2052.6365,-890.167,-2301.3777,19
8158,1842.0616,-934.18964,-2235.0557,19
8159,1402.8671,-970.96844,-2117.875,19
8160,1061.9651,-998.0429,-2095.0105,19
8161,2694.2283,-848.9174,-2320.8376,19
8162,2600.1992,-861.6023,-2261.0735,19
8163,1822.2855,-834.0857,-2132.1826,19
8164,1988.5149,-756.6918,-2160.186,19
8165,4089.5654,-586.161,-2399.4688,19
8166,4274.0693,-629.3134,-2422.412,19
8167,2274.4812,-849.01135,-2219.7473,19
8168,1540.857,-978.22516,-2178.5847,19
8169,2133.873,-888.2074,-2268.1863,19
8170,2656.0225,-811.48047,-2305.5715,19
8171,2736.9512,-886.9315,-2258.5378,19
8172,1458.2261,-882.6075,-2121.451,19
8173,1696.9325,-869.8846,-2273.6497,19
8174,1669.7263,-940.381,-2162.0566,19
8175,1663.847,-980.35065,-2181.013,19
8176,1504.9812,-900.96124,-2234.3752,19
8177,2841.3552,-963.4093,-2313.7832,19
8178,2076.0703,-979.0621,-2252.1045,19
8179,2136.3374,-964.31555,-2229.2883,19
8180,2058.1323,-934.54156,-2230.2573,19
8181,1780.2668,-938.3699,-2265.2075,19
8182,1735.356,-960.6061,-2264.2322,19
8183,2579.5942,-848.5717,-2342.523,19
8184,1422.4531,-1026.2021,-2182.6316,19
8185,1218.7738,-949.3205,-2154.6582,19
8186,884.3358,-1064.7252,-2101.8376,19
8187,2249.1814,-874.2405,-2344.2686,19
8188,1588.745,-936.7607,-2226.8982,19
8189,2053.912,-724.5787,-2170.2068,19
8190,2711.188,-653.30005,-2281.4197,19
8191,2305.7883,-731.66534,-2213.3645,19
8192,2910.7825,-626.47455,-2290.8677,19
8193,2577.5896,-798.1435,-2344.393,19
8194,2918.634,-774.97266,-2358.4663,19
8195,1183.2991,-930.8322,-2191.3203,19
8196,1880.0093,-937.13196,-2296.6565,19
8197,2011.5626,-989.53156,-2286.6936,19
8198,2525.9827,-836.53784,-2283.104,19
8199,2233.0234,-875.8954,-2301.3743,19
8200,1898.8999,-933.7665,-2248.6814,19
8201,2125.9563,-931.7303,-2307.0176,19
8202,2083.2776,-935.86383,-2261.734,19
8203,2043.021,-987.7772,-2233.1433,19
8204,1827.1475,-919.4559,-2290.9038,19
8205,2617.1636,-920.1116,-2311.0251,19
8206,1819.236,-978.1213,-2186.26,19
8207,1044.8147,-1048.0208,-2168.1013,19
8208,2540.9253,-962.6858,-2284.5696,19
8209,1975.2373,-957.4233,-2299.9355,19
8210,1690.899,-1016.6465,-2226.5977,19
8211,1638.6676,-947.4875,-2125.3455,19
8212,838.87695,-996.3326,-2115.5425,19
8213,2216.1536,-943.6638,-2295.7654,19
8214,2081.3394,-897.59515,-2218.1987,19
8215,1618.1616,-968.99445,-2149.8708,19
8216,3130.2073,-607.391,-2270.2415,19
8217,2957.5562,-674.254,-2299.3933,19
8218,3053.928,-638.494,-2310.461,19
8219,1995.0199,-893.6403,-2206.9966,19
8220,2268.6135,-859.35645,-2299.1587,19
8221,1496.046,-898.922,-2202.0686,19
8222,1558.3763,-900.55255,-2245.5745,19
8223,3012.2114,-851.8669,-2309.1875,19
8224,2682.8755,-903.6965,-2283.2576,19
8225,1766.2144,-982.38324,-2215.842,19
8226,1642.8052,-919.66095,-2167.5347,19
8227,2120.4448,-914.281,-2238.4802,19
8228,1024.2227,-1080.6232,-2141.949,19
8229,1599.155,-1001.4908,-2206.5925,19
8230,1330.1263,-946.3517,-2212.62,19
