,x,y,z,cluster
12015,941.03955,-2112.2993,-1332.0444,21
12016,522.6788,-2142.8684,-1344.2019,21
12017,1246.3954,-2159.9722,-1303.022,21
12018,891.582,-2273.6182,-1383.8461,21
12019,1468.8419,-2175.1604,-1194.0416,21
12020,1294.7611,-2145.0552,-1251.0232,21
12021,658.74146,-2232.031,-1330.8427,21
12022,1187.0095,-2212.3604,-1230.3821,21
12023,1371.2863,-2243.9905,-1169.8894,21
12024,1606.7648,-2177.0747,-1215.1378,21
12025,1733.1157,-2256.4543,-1187.8993,21
12026,1530.4462,-2270.2612,-1190.2024,21
12027,1779.8093,-2212.7866,-1128.6206,21
12028,1399.3413,-2268.118,-1267.1239,21
12029,1143.4757,-2254.0146,-1197.1987,21
12030,1070.7764,-2266.9688,-1256.7316,21
12031,1615.8302,-2274.8027,-1343.496,21
12032,1586.4958,-2227.3022,-1191.4792,21
12033,1062.3644,-2204.6714,-1140.8497,21
12034,1242.9291,-2237.2466,-1264.4016,21
12035,2058.558,-2307.8777,-1331.5635,21
12036,2786.6724,-2298.9553,-1072.444,21
12037,1327.4956,-2190.682,-1134.3773,21
12038,1173.8895,-2133.3228,-1266.6743,21
12039,1513.5441,-2231.9524,-1406.84,21
12040,761.59436,-2152.3027,-1490.4246,21
12041,909.86127,-2140.4941,-1418.4852,21
12042,1644.2485,-2219.8445,-1315.88,21
12043,820.9177,-2114.0093,-1271.382,21
12044,912.1439,-2154.1436,-1257.0907,21
12045,1016.21,-2154.8767,-1333.5576,21
12046,1198.4092,-2239.3804,-1304.3285,21
12047,1362.674,-2180.1619,-1232.2064,21
12048,1356.6738,-2272.9246,-1290.5822,21
12049,1869.8342,-2281.6694,-1264.3422,21
12050,2026.7083,-2235.7366,-1118.7422,21
12051,1454.5553,-2243.8274,-1233.5763,21
12052,1300.5614,-2298.0735,-1271.7853,21
12053,1902.0675,-2276.624,-1214.8264,21
12054,1864.8353,-2210.7678,-1136.5122,21
12055,1202.714,-2186.9387,-1126.0823,21
12056,1337.7863,-2233.276,-1098.5255,21
12057,1952.6329,-2294.2935,-1216.2273,21
12058,1495.7313,-2216.6982,-1187.0225,21
12059,1135.438,-2221.2441,-1127.9858,21
12060,955.3372,-2214.6494,-1187.4803,21
12061,1571.3029,-2309.3574,-1311.6152,21
12062,1370.5183,-2156.431,-1151.3839,21
12063,1082.9409,-2136.4978,-1247.377,21
12064,947.9282,-2150.745,-1450.7399,21
12065,622.30316,-2131.6482,-1431.6355,21
12066,741.06433,-2160.64,-1431.785,21
12067,1119.5273,-2204.5715,-1397.5697,21
12068,725.70416,-2175.543,-1377.515,21
12069,656.8278,-2171.5261,-1372.0328,21
12070,1004.85846,-2293.3044,-1330.8306,21
12071,1510.9335,-2240.641,-1256.5435,21
12072,1296.5018,-2195.3005,-1261.9153,21
12073,783.68475,-2248.3308,-1249.1222,21
12074,1310.893,-2250.2751,-1240.3622,21
12075,969.75854,-2199.7898,-1226.1172,21
12076,1141.6038,-2201.9382,-1271.1654,21
12077,1251.2959,-2231.4846,-1222.5447,21
12078,1430.0646,-2197.0276,-1208.7062,21
12079,1652.8746,-2291.0325,-1284.796,21
12080,1574.9666,-2311.6265,-1216.8485,21
12081,1410.9578,-2289.4924,-1141.7524,21
12082,1053.7935,-2217.6455,-1250.901,21
12083,1949.8827,-2319.8464,-1277.1787,21
12084,1890.5348,-2291.409,-1127.8774,21
12085,1125.3364,-2218.7288,-1165.9128,21
12086,988.46423,-2269.011,-1200.5919,21
12087,1285.2224,-2282.2559,-1236.6023,21
12088,1805.5889,-2238.8767,-1278.2472,21
12089,1592.433,-2200.3367,-1175.2134,21
12090,417.57486,-2095.171,-1349.0519,21
12091,455.2829,-2178.6633,-1370.8279,21
12092,836.8209,-2118.8845,-1304.8009,21
12093,1184.6913,-2191.9036,-1331.4669,21
12094,617.8618,-2165.5562,-1245.6615,21
12095,985.75073,-2145.0247,-1401.1519,21
12096,1054.4062,-2190.018,-1235.3524,21
12097,1111.9314,-2292.6035,-1338.3337,21
12098,886.01776,-2235.342,-1246.2394,21
12099,799.3954,-2215.2388,-1302.7931,21
12100,1699.9211,-2253.657,-1310.8364,21
12101,1026.4731,-2286.4016,-1217.4303,21
12102,1564.7113,-2271.766,-1221.4498,21
12103,1539.744,-2189.643,-1131.2096,21
12104,1233.3112,-2321.3594,-1287.604,21
12105,2160.9663,-2326.2349,-1280.7697,21
12106,1699.0914,-2299.2222,-1199.1798,21
12107,894.6288,-2244.6167,-1207.3741,21
12108,1159.874,-2253.2266,-1155.8408,21
12109,2334.61,-2305.2493,-1204.531,21
12110,1545.8857,-2283.3926,-1286.9891,21
12111,1054.5286,-2299.5388,-1258.2168,21
12112,1053.0131,-2270.4072,-1181.1024,21
12113,1210.0621,-2303.8313,-1258.3373,21
12114,1254.389,-2194.1694,-1146.2568,21
12115,1965.9409,-2264.0571,-1177.6268,21
12116,716.4088,-2143.2917,-1376.1705,21
12117,758.8111,-2184.3645,-1368.2358,21
12118,840.66956,-2194.553,-1290.6127,21
12119,903.4679,-2211.1375,-1376.2667,21
12120,553.703,-2168.3838,-1375.8419,21
12121,1309.1116,-2266.4888,-1264.9867,21
12122,719.5643,-2226.5063,-1265.2769,21
12123,861.7874,-2175.736,-1220.6321,21
12124,875.87213,-2203.9666,-1229.0184,21
12125,1019.4724,-2277.7458,-1242.0143,21
12126,1529.9824,-2300.0374,-1349.9059,21
12127,1275.7738,-2242.617,-1245.8866,21
12128,1492.4116,-2278.44,-1288.3508,21
12129,1507.1804,-2290.799,-1128.2831,21
12130,1770.7534,-2260.85,-1136.6588,21
12131,1392.7616,-2196.5444,-1147.7267,21
12132,1822.3439,-2270.1428,-1179.1992,21
12133,1064.0942,-2249.4702,-1290.3314,21
12134,1404.0859,-2294.0261,-1201.4359,21
12135,1456.4648,-2273.6985,-1321.439,21
12136,1339.6885,-2220.5325,-1212.0308,21
12137,1284.8286,-2268.0603,-1119.9363,21
12138,1461.318,-2270.0862,-1163.4105,21
12139,1349.4775,-2312.3728,-1249.9427,21
12140,1642.6489,-2240.8228,-1164.1235,21
12141,1599.969,-2239.4731,-1107.889,21
12142,674.66724,-2113.988,-1368.6746,21
12143,984.3985,-2154.0857,-1451.4124,21
12144,552.853,-2142.8728,-1358.2031,21
12145,1428.322,-2222.9973,-1374.403,21
12146,1204.1146,-2276.9846,-1298.9536,21
12147,989.4337,-2218.7283,-1214.315,21
12148,782.73,-2188.567,-1228.0249,21
12149,868.4195,-2263.2017,-1287.2035,21
12150,2137.6826,-2283.5046,-1272.0923,21
12151,1347.9308,-2269.3677,-1224.2825,21
12152,805.4439,-2245.673,-1217.2861,21
12153,1271.2953,-2269.3088,-1279.5597,21
12154,1705.6152,-2264.2415,-1172.0431,21
12155,1321.5905,-2221.1099,-1155.1151,21
12156,1722.9934,-2312.691,-1227.1702,21
12157,966.069,-2262.788,-1215.2996,21
12158,1621.5353,-2271.1018,-1222.58,21
12159,1197.243,-2225.4624,-1150.158,21
12160,1783.6885,-2261.7786,-1251.0504,21
12161,1460.7911,-2316.2986,-1327.4521,21
12162,1465.7535,-2233.7983,-1180.2719,21
12163,1309.4523,-2260.993,-1143.4137,21
12164,791.13794,-2211.8213,-1184.806,21
12165,1428.5645,-2318.05,-1283.8027,21
12166,1492.3024,-2176.9297,-1158.3112,21
12167,1523.231,-2226.1191,-1080.2338,21
12168,1052.8676,-2120.4844,-1345.5288,21
12169,687.72943,-2112.7175,-1325.5743,21
12170,2087.6985,-2250.665,-1245.2776,21
12171,1200.5172,-2149.2344,-1240.7006,21
12172,1847.3514,-2262.352,-1260.267,21
12173,770.2774,-2151.1892,-1212.2773,21
12174,1200.8563,-2255.3262,-1380.4926,21
12175,1706.8824,-2203.52,-1100.2513,21
12176,646.0523,-2260.641,-1294.9817,21
12177,1215.4203,-2224.3435,-1129.0275,21
12178,1348.5968,-2262.2732,-1258.7231,21
12179,1337.8395,-2220.3196,-1281.6542,21
12180,1257.034,-2294.1216,-1263.7365,21
12181,1431.0443,-2217.6323,-1158.3793,21
12182,1193.1465,-2253.3123,-1179.9167,21
12183,1521.6979,-2242.0735,-1223.9457,21
12184,1875.0824,-2289.8596,-1155.9897,21
12185,1558.4375,-2206.1907,-1079.5514,21
12186,1290.7375,-2300.5564,-1203.6759,21
12187,1423.1257,-2275.7117,-1173.67,21
12188,1929.6625,-2273.8198,-1152.9766,21
12189,1335.9698,-2188.976,-1099.513,21
12190,1260.8901,-2216.616,-1109.4901,21
12191,1623.473,-2280.301,-1141.8883,21
12192,1649.8059,-2233.9624,-1208.1802,21
12193,1006.01715,-2214.7075,-1177.1536,21
12194,770.3696,-2146.6707,-1438.1088,21
12195,811.774,-2152.8083,-1416.9026,21
12196,1029.8972,-2233.1433,-1325.164,21
12197,663.60394,-2206.081,-1369.6465,21
12198,1474.8086,-2230.9343,-1312.2473,21
12199,779.25757,-2253.5205,-1320.6836,21
12200,977.07434,-2216.6138,-1389.16,21
12201,1067.521,-2270.5105,-1218.908,21
12202,1484.2067,-2204.0093,-1229.1898,21
12203,835.3842,-2217.4395,-1225.2324,21
12204,1065.3063,-2229.5579,-1207.2142,21
12205,1397.24,-2226.912,-1131.4502,21
12206,2159.5393,-2279.9543,-1250.223,21
12207,1549.6897,-2233.8174,-1265.487,21
12208,1610.3785,-2249.0747,-1166.6803,21
12209,1690.6508,-2273.4138,-1242.8995,21
12210,1729.531,-2291.665,-1288.3048,21
12211,1473.996,-2269.716,-1101.998,21
12212,997.6825,-2231.5295,-1256.8353,21
12213,2061.403,-2311.69,-1295.5039,21
12214,1485.4241,-2241.1284,-1146.52,21
12215,1185.3765,-2285.299,-1204.0558,21
12216,1218.1025,-2278.931,-1172.7716,21
12217,1147.5016,-2301.6018,-1204.3938,21
12218,2104.1453,-2282.4463,-1180.7983,21
12219,1393.967,-2207.3035,-1097.3739,21
12220,796.5622,-2108.5933,-1373.7126,21
12221,1198.5355,-2181.2341,-1266.4991,21
12222,992.0839,-2114.4749,-1306.3713,21
12223,595.9965,-2095.031,-1300.1449,21
12224,604.8531,-2245.7231,-1276.1735,21
12225,1201.7323,-2247.6606,-1264.222,21
12226,881.03094,-2276.228,-1350.2666,21
12227,1049.2395,-2162.7634,-1208.2336,21
12228,1175.4514,-2286.569,-1260.8999,21
12229,901.71246,-2253.7727,-1360.8683,21
12230,1618.7384,-2277.3015,-1187.2607,21
12231,1820.449,-2311.4248,-1249.4006,21
12232,1529.6235,-2215.6636,-1239.7803,21
12233,1525.8466,-2255.578,-1321.0034,21
12234,1289.5181,-2236.6887,-1161.2832,21
12235,1231.6469,-2268.16,-1254.2004,21
12236,1397.8909,-2203.478,-1180.1084,21
12237,947.43164,-2172.9583,-1175.4862,21
12238,1735.7355,-2293.3772,-1075.6716,21
12239,1523.3993,-2307.6204,-1162.7996,21
12240,1944.3274,-2255.1807,-1075.26,21
12241,1633.3313,-2240.5178,-1033.4825,21
12242,731.0249,-2203.9612,-1179.1927,21
12243,1575.5431,-2312.5889,-1246.9728,21
12244,1538.5381,-2278.7502,-1249.0945,21
12245,1490.8375,-2230.9775,-1070.9799,21
12246,509.66705,-2107.0115,-1377.1387,21
12247,983.7623,-2119.4138,-1367.3792,21
12248,1075.4404,-2218.2107,-1297.9978,21
12249,397.84686,-2135.654,-1291.376,21
12250,1084.8359,-2239.7893,-1317.8055,21
12251,831.8997,-2178.784,-1212.9122,21
12252,853.2513,-2226.8984,-1258.7623,21
12253,1438.7991,-2282.5857,-1227.3124,21
12254,1324.428,-2188.011,-1182.8344,21
12255,1380.154,-2271.6116,-1240.6548,21
12256,1564.6005,-2312.2869,-1200.0793,21
12257,1559.9849,-2241.9502,-1238.0457,21
12258,1233.7095,-2147.4182,-1220.377,21
12259,865.2213,-2180.9832,-1160.8455,21
12260,1952.475,-2321.9617,-1168.919,21
12261,1753.3181,-2254.9902,-1053.139,21
12262,1456.2609,-2298.6492,-1185.7728,21
12263,2297.5476,-2301.2952,-1153.7028,21
12264,1552.7207,-2267.812,-1084.5875,21
12265,1273.5961,-2323.8599,-1235.4314,21
12266,2037.3622,-2293.56,-1100.2843,21
12267,1105.41,-2222.4194,-1140.4525,21
12268,1656.7272,-2307.2646,-1233.4005,21
12269,1829.2455,-2309.651,-1142.8949,21
12270,2084.0266,-2244.5637,-1112.9026,21
12271,1007.7578,-2224.945,-1118.8491,21
12272,831.482,-2146.1902,-1434.9764,21
12273,1071.4591,-2137.475,-1325.7479,21
12274,1371.3115,-2187.327,-1397.4767,21
12275,1548.7238,-2181.656,-1280.8048,21
12276,784.2706,-2183.718,-1304.9702,21
12277,1215.4269,-2164.7004,-1170.0486,21
12278,1310.3805,-2156.965,-1295.2697,21
12279,1678.5944,-2283.367,-1160.5225,21
12280,1444.7665,-2257.5195,-1281.2175,21
12281,1297.9283,-2222.611,-1203.9716,21
12282,1614.2452,-2250.6357,-1198.2755,21
12283,1807.9882,-2266.5132,-1124.84,21
12284,1565.236,-2254.7324,-1162.2743,21
12285,1271.0759,-2203.9238,-1172.8713,21
12286,1774.8173,-2288.4727,-1153.2467,21
12287,1700.947,-2312.2297,-1275.368,21
12288,1903.4308,-2293.999,-1175.2452,21
12289,1666.0873,-2280.1028,-1253.7903,21
12290,1466.0035,-2289.8887,-1139.2203,21
12291,1701.0658,-2323.5742,-1244.2803,21
12292,2131.0981,-2266.799,-1050.6989,21
12293,1454.4357,-2223.3262,-1006.1649,21
12294,590.36835,-2192.15,-1170.6078,21
12295,1727.1284,-2309.5125,-1257.3981,21
12296,2069.6958,-2248.1738,-1084.4733,21
12297,1553.77,-2204.4722,-1015.83215,21
12298,896.10675,-2117.1157,-1396.9171,21
12299,1252.7335,-2151.3198,-1334.4463,21
12300,1387.4481,-2219.677,-1424.3223,21
12301,1339.144,-2172.3186,-1301.8024,21
12302,1518.5343,-2213.7556,-1286.5729,21
12303,1757.3442,-2251.8804,-1267.3708,21
12304,1854.1167,-2280.1152,-1298.8535,21
12305,1321.0336,-2178.758,-1220.6152,21
12306,1938.965,-2266.6074,-1257.208,21
12307,1172.5098,-2153.089,-1216.7391,21
12308,1822.7084,-2302.5938,-1213.1464,21
12309,2012.8729,-2268.3562,-1259.544,21
12310,1829.4972,-2206.2412,-1172.6049,21
12311,1452.0848,-2280.2434,-1268.4364,21
12312,1435.0077,-2275.2317,-1128.125,21
12313,1853.9841,-2258.5918,-1209.4348,21
12314,2037.0685,-2290.936,-1235.4083,21
12315,1347.6256,-2300.2769,-1196.6315,21
12316,2067.844,-2320.7468,-1217.9532,21
12317,1882.622,-2270.1353,-1186.8647,21
12318,2152.0144,-2302.105,-1194.3944,21
12319,1061.8994,-2197.7603,-1065.0509,21
12320,1359.665,-2222.2217,-1124.5303,21
12321,1223.3002,-2300.255,-1216.7279,21
12322,1926.2689,-2226.671,-1136.3779,21
12323,1601.409,-2283.019,-1091.604,21
12324,925.71625,-2151.6885,-1466.2163,21
12325,677.8958,-2133.2673,-1391.1979,21
12326,1316.9526,-2179.6406,-1340.2651,21
12327,1447.3031,-2180.0022,-1365.9407,21
12328,1130.1775,-2212.8682,-1368.6703,21
12329,955.95514,-2144.829,-1273.5106,21
12330,1509.6519,-2199.203,-1116.52,21
12331,1526.2041,-2176.6653,-1197.1251,21
12332,1162.3027,-2182.8953,-1247.3617,21
12333,1241.9545,-2241.149,-1181.93,21
12334,1256.3418,-2298.9993,-1198.6552,21
12335,1908.355,-2231.8276,-1103.1332,21
12336,1353.658,-2210.1848,-1169.2151,21
12337,1448.1559,-2197.488,-1132.2212,21
12338,2242.5015,-2276.1863,-1079.0214,21
12339,1603.5504,-2306.589,-1159.615,21
12340,1307.8096,-2259.283,-1195.3599,21
12341,1733.4631,-2264.0,-1122.2085,21
12342,2179.558,-2302.9219,-1165.8037,21
12343,2074.9216,-2303.1892,-1124.0721,21
12344,2369.314,-2282.3892,-1155.5405,21
12345,2028.9825,-2240.9568,-1081.6444,21
12346,989.45087,-2218.6067,-1098.2083,21
12347,1934.2002,-2323.4495,-1125.9807,21
12348,2969.8606,-2323.7097,-1036.9053,21
12349,1711.8597,-2208.3232,-1174.7296,21
12350,780.3968,-2083.6748,-1308.3004,21
12351,1525.6481,-2199.979,-1379.6066,21
12352,961.9637,-2114.6663,-1303.8002,21
12353,1433.4971,-2164.881,-1269.0319,21
12354,1117.0737,-2170.2563,-1297.8645,21
12355,811.91437,-2095.8975,-1301.1198,21
12356,1329.6444,-2168.5894,-1265.1013,21
12357,1574.6511,-2190.6199,-1262.9617,21
12358,1352.97,-2173.1074,-1169.2549,21
12359,1545.7463,-2203.7996,-1156.2441,21
12360,1715.9055,-2289.3174,-1139.1394,21
12361,1853.1252,-2245.983,-1160.409,21
12362,2025.1152,-2242.6138,-1148.3649,21
12363,1347.0616,-2276.6746,-1154.7557,21
12364,1617.356,-2232.877,-1143.561,21
12365,1854.51,-2236.7327,-1045.9261,21
12366,1704.9279,-2271.9019,-1115.5552,21
12367,2191.347,-2265.0745,-1008.3645,21
12368,1563.0049,-2296.2288,-1161.9552,21
12369,1979.779,-2302.8284,-1304.8939,21
12370,2440.2976,-2299.6897,-1208.533,21
12371,1666.0852,-2242.9092,-1049.4106,21
12372,1604.9012,-2254.1724,-1042.9851,21
12373,1983.8174,-2282.929,-1151.1823,21
12374,2936.4382,-2321.9316,-1085.7955,21
12375,1699.1263,-2264.081,-1085.5826,21
12376,637.0436,-2100.4578,-1453.2462,21
12377,857.3128,-2099.0962,-1366.435,21
12378,1281.7661,-2154.3745,-1325.024,21
12379,1531.5703,-2172.9219,-1255.2898,21
12380,1052.7794,-2178.9749,-1359.214,21
12381,1223.1235,-2152.3113,-1286.2451,21
12382,1803.6084,-2235.6274,-1197.6136,21
12383,1976.3961,-2233.314,-1131.0739,21
12384,1148.6086,-2170.1702,-1325.9744,21
12385,2242.3997,-2281.004,-1169.4154,21
12386,1139.5852,-2298.231,-1263.1243,21
12387,2276.3115,-2277.3413,-1078.4447,21
12388,1731.7463,-2254.8833,-1152.7319,21
12389,1642.5431,-2239.796,-1247.5171,21
12390,1668.9126,-2229.291,-1119.7021,21
12391,1521.8857,-2294.9983,-1211.441,21
12392,2216.4922,-2282.953,-1060.8463,21
12393,1591.3552,-2240.5767,-1066.1571,21
12394,1756.7375,-2294.182,-1115.3121,21
12395,2446.033,-2313.7463,-1162.3453,21
12396,2083.1396,-2243.853,-998.5384,21
12397,1363.7422,-2268.92,-1127.0756,21
12398,1326.5837,-2294.8599,-1115.2435,21
12399,2241.5134,-2325.2017,-1217.1829,21
12400,1529.1123,-2245.5762,-1124.6156,21
12401,1817.6844,-2245.487,-1037.308,21
12402,667.5068,-2121.1072,-1467.8026,21
12403,1655.1637,-2228.3662,-1407.078,21
12404,876.259,-2147.8372,-1462.7593,21
12405,832.5113,-2117.5376,-1401.697,21
12406,1045.2739,-2119.9595,-1227.2502,21
12407,1164.3792,-2299.554,-1305.1405,21
12408,1438.5286,-2228.5781,-1277.6974,21
12409,2189.788,-2298.4058,-1244.8422,21
12410,2063.9226,-2297.2778,-1177.5376,21
12411,1552.0646,-2215.6306,-1211.6462,21
12412,1308.659,-2283.1738,-1172.2826,21
12413,1855.3431,-2301.3794,-1184.7335,21
12414,1857.9924,-2279.7002,-1112.7667,21
12415,1301.4407,-2217.9988,-1130.9341,21
12416,1266.0017,-2280.4355,-1176.9004,21
12417,2118.6033,-2316.4294,-1235.8925,21
12418,2052.6206,-2282.511,-1133.325,21
12419,1874.579,-2273.385,-1077.895,21
12420,2389.4568,-2327.1956,-1174.506,21
12421,2007.589,-2319.592,-1148.5994,21
12422,2409.309,-2286.9873,-1045.4722,21
12423,1716.0352,-2225.4717,-966.80707,21
12424,1257.4413,-2257.93,-1149.1953,21
12425,1656.3102,-2287.3535,-1081.5138,21
12426,2381.8284,-2247.1628,-981.4418,21
12427,2146.2285,-2261.7244,-1115.2667,21
12428,893.5088,-2113.8958,-1426.857,21
12429,1359.9503,-2162.8076,-1348.5684,21
12430,1149.7833,-2138.8728,-1326.8105,21
12431,1391.5444,-2209.7898,-1336.4808,21
12432,1060.2063,-2116.8733,-1281.8094,21
12433,1390.643,-2181.1433,-1326.2014,21
12434,1367.9095,-2164.481,-1303.1774,21
12435,2086.444,-2262.696,-1306.0825,21
12436,1109.1589,-2192.494,-1254.3934,21
12437,1748.0901,-2250.5063,-1213.3446,21
12438,1728.1794,-2209.4084,-1231.1431,21
12439,1782.0952,-2253.2761,-1177.6616,21
12440,1470.159,-2287.2205,-1224.4415,21
12441,1838.97,-2266.1833,-1082.8138,21
12442,1366.5294,-2238.6443,-1275.9706,21
12443,2547.5962,-2320.8223,-1208.863,21
12444,1869.7731,-2224.8757,-1101.9143,21
12445,1643.3906,-2300.3337,-1115.0183,21
12446,1491.0718,-2295.4172,-1178.1259,21
12447,2135.4233,-2308.9634,-1141.7872,21
12448,2129.085,-2269.3135,-1083.604,21
12449,1635.7604,-2223.523,-1098.6702,21
12450,1282.2036,-2251.2449,-1077.6619,21
12451,1764.4121,-2314.1924,-1263.404,21
12452,1700.3583,-2231.0725,-1011.3063,21
12453,2368.69,-2281.2224,-1022.8872,21
12454,619.8699,-2098.6125,-1476.8047,21
12455,1010.4659,-2139.4248,-1436.0068,21
12456,736.03326,-2113.232,-1450.2615,21
12457,1313.6921,-2166.857,-1381.4652,21
12458,1543.6653,-2231.3264,-1349.6796,21
12459,1126.5367,-2151.262,-1229.7838,21
12460,1240.229,-2210.0583,-1318.1687,21
12461,754.8241,-2157.184,-1296.7251,21
12462,1427.0385,-2248.8298,-1359.1952,21
12463,1274.5854,-2244.6897,-1201.3821,21
12464,1355.362,-2228.526,-1249.5029,21
12465,1765.1305,-2237.9587,-1301.4252,21
12466,1686.5408,-2252.1838,-1149.1371,21
12467,1950.6807,-2255.713,-1222.3652,21
12468,1664.5576,-2287.5745,-1207.3519,21
12469,1811.2354,-2269.0442,-1234.3153,21
12470,1730.9287,-2292.7764,-1171.7266,21
12471,1848.3037,-2312.0144,-1235.1301,21
12472,1422.7971,-2254.11,-1202.7512,21
12473,1577.4336,-2277.9636,-1116.2478,21
12474,1459.0415,-2256.4163,-1125.039,21
12475,3020.2356,-2352.545,-1062.3601,21
12476,1176.698,-2264.5579,-1229.2119,21
12477,1911.329,-2258.3208,-1187.6884,21
12478,1538.4653,-2261.0847,-1033.2289,21
12479,1732.6573,-2270.172,-997.66113,21
12480,-792.37085,-2005.5522,-486.52997,6
12481,-1202.6979,-1974.6564,-476.15915,6
12482,-1925.3495,-1919.8286,-541.18146,6
12483,-1753.2706,-1926.3069,-537.3674,6
12484,-1155.4493,-1944.4648,-545.8619,6
12485,-1679.3789,-1902.1816,-553.4756,6
12486,-1897.7627,-1932.0127,-560.31305,6
12487,-916.7748,-1997.4938,-547.73236,6
12488,-2149.9983,-1892.0936,-558.96173,6
12489,-1458.8992,-1924.3905,-537.94543,6
12490,-1541.8689,-1968.6765,-560.2317,6
12491,-1370.9414,-1945.9836,-528.2923,6
12492,-1816.6783,-1909.3469,-541.0844,6
12493,-1796.2949,-1888.5464,-522.29663,6
12494,-1762.6674,-1946.9586,-558.8844,6
12495,-1230.2933,-1971.9617,-513.6822,6
12496,-1620.5582,-1979.3953,-545.0643,6
12497,-1567.5283,-1912.8918,-567.4792,6
12498,-2123.8574,-1897.3613,-539.85406,6
12499,-1753.9409,-1935.893,-606.1485,6
12500,-2033.3818,-1876.4718,-501.17438,6
12501,-2285.2854,-1890.7478,-581.8628,6
12502,-2447.6257,-1867.3113,-504.31665,6
12503,-2154.5764,-1873.6287,-525.57715,6
12504,-966.10406,-1961.7266,-553.0567,6
12505,-1950.9387,-1908.3119,-616.46436,6
12506,-1531.2496,-1893.0648,-421.9705,6
12507,-1437.6072,-1929.4363,-446.50964,6
12508,-1204.4885,-1903.3181,-481.19592,6
12509,-1537.1422,-1995.4337,-501.7648,6
12510,-1722.4402,-1942.367,-565.59814,6
12511,-1874.8883,-1893.556,-494.5288,6
12512,-731.17194,-1987.4075,-527.3151,6
12513,-1857.561,-1946.6517,-534.8805,6
12514,-1797.8145,-1960.2137,-500.22226,6
12515,-1494.4172,-1964.7852,-561.1804,6
12516,-1002.32275,-1939.6194,-458.3467,6
12517,-1678.0293,-1958.2183,-497.6561,6
12518,-1552.3965,-1955.9625,-499.5667,6
12519,-1586.6267,-1980.6357,-518.9496,6
12520,-2128.576,-1877.2264,-503.9994,6
12521,-2060.6516,-1893.5458,-464.21793,6
12522,-1787.2981,-1915.709,-510.59546,6
12523,-1395.2587,-1948.7063,-514.17706,6
12524,-1398.594,-1930.5792,-488.7109,6
12525,-1086.3563,-1951.1465,-502.5018,6
12526,-2004.0371,-1906.7072,-517.4403,6
12527,-1426.229,-1881.6384,-432.45746,6
12528,-2172.4,-1906.1934,-504.09973,6
12529,-1865.3348,-1921.3846,-552.173,6
12530,-1109.6417,-1991.9478,-518.6616,6
12531,-1415.1947,-1974.6804,-561.6455,6
12532,-1361.8784,-1892.2524,-413.44812,6
12533,-731.1545,-2033.9513,-430.5108,6
12534,-1194.7296,-1985.8174,-552.70404,6
12535,-380.71524,-2044.6425,-467.61227,6
12536,-728.53687,-1981.935,-483.104,6
12537,-1311.398,-1938.4763,-482.2691,6
12538,-1650.546,-1929.2689,-484.06226,6
12539,-1106.8734,-1953.3911,-535.8813,6
12540,-2416.297,-1870.9114,-524.07983,6
12541,-1262.4227,-1932.283,-462.8951,6
12542,-816.5136,-2044.1283,-493.95605,6
12543,-608.37164,-1984.0922,-488.97116,6
12544,-1312.5187,-1930.604,-530.6331,6
12545,-1463.4794,-1936.8558,-490.2824,6
12546,-1151.6311,-1887.2308,-469.04294,6
12547,-636.9631,-2023.155,-498.2735,6
12548,-888.14825,-2007.069,-522.4133,6
12549,-1576.7788,-1926.05,-506.8346,6
12550,-1418.7814,-1902.501,-504.4775,6
12551,-583.809,-2005.4921,-494.4171,6
12552,-1200.6324,-1917.8757,-530.29694,6
12553,-1654.5237,-1953.3226,-535.25256,6
12554,-1814.9274,-1908.3645,-500.6764,6
12555,-1656.8239,-1922.2452,-453.11908,6
12556,-1048.9432,-1942.3884,-484.25427,6
12557,-1628.1449,-1910.6083,-554.02515,6
12558,-1713.6343,-1941.1295,-500.7594,6
12559,-1662.0093,-1884.6085,-521.7088,6
12560,-1029.0706,-1916.4917,-375.94577,6
12561,-1149.4677,-1989.144,-445.55585,6
12562,-1774.0288,-1949.722,-487.06613,6
12563,-1021.42664,-2020.4402,-476.57056,6
12564,-723.71063,-2038.7606,-479.74844,6
12565,-954.6622,-1976.7552,-484.66855,6
12566,-1007.9752,-1949.4434,-498.60202,6
12567,-1720.6636,-1927.0955,-475.81677,6
12568,-1746.2161,-1981.917,-500.49982,6
12569,-1703.7163,-1959.1183,-528.342,6
12570,-293.9636,-2027.3063,-423.2209,6
12571,-525.68066,-2042.654,-487.1049,6
12572,-1657.7566,-1958.2095,-576.9578,6
12573,-992.33685,-1997.4248,-523.6811,6
12574,-1292.6403,-1899.3896,-455.41794,6
12575,-1591.6224,-1891.9194,-477.0171,6
12576,-1237.2579,-1921.1022,-510.42966,6
12577,-1691.2041,-1900.8065,-480.71698,6
12578,-1388.1729,-1879.3372,-475.52652,6
12579,-1832.1387,-1940.5388,-467.64066,6
12580,-2290.372,-1877.6654,-452.127,6
12581,-2519.5237,-1853.6344,-433.743,6
12582,-850.54364,-1972.6348,-511.53873,6
12583,-1530.7284,-1900.4868,-516.588,6
12584,-1844.291,-1902.832,-504.63254,6
12585,-1707.6879,-1927.5034,-436.42834,6
12586,-1535.1553,-1910.0216,-385.48657,6
12587,-1289.0393,-1884.0728,-354.78497,6
12588,-1532.6588,-1965.2506,-524.70953,6
12589,-1432.6401,-1932.5537,-490.78592,6
